movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"2024","Michael Tolkin","0","1277404","100","Drama,Mystery,Thriller","Дорога в рай"
"2023","Francis Ford Coppola","54000000","136861392","162","Crime,Drama","Крестный отец: Часть III"
"2022","Martin Scorsese","7000000","8866022","164","Drama","The Last Temptation of Christ"
"2021","David Lynch","40000000","30983782","137","Action,Adventure,Sci-Fi","Дюна"
"2020","Stephen Frears","14000000","34670720","119","Drama,Romance","Опасные связи"
"2019","Akira Kurosawa","825000.0","346258","207","Action,Drama","Семь самураев"
"2018","James Algar,Samuel Armstrong,David Hand","858000","267447150","69","Animation,Adventure,Drama","Бэмби"
"2017","Jack Donohue","0","0","106","Comedy,Family,Fantasy","Babes in Toyland"
"2016","Vincent McEveety","5450000","20931111","88","Comedy,Family,Western","The Apple Dumpling Gang Rides Again"
"2015","Robert Stevenson","2000000","0","97","Comedy,Family,Sci-Fi","The Absent Minded Professor"
"2014","Gary Nelson","0","25942000","98","Comedy,Family,Fantasy","Freaky Friday"
"2013","Ronald Neame","5000000","84563118","117","Action,Adventure,Drama","Приключения Посейдона"
"2012","Robert Zemeckis","40000000","245077583","118","Adventure,Comedy,Sci-Fi","Назад в будущее 3"
"2011","Robert Zemeckis","40000000","332500002","108","Adventure,Comedy,Sci-Fi","Назад в будущее 2"
"2010","Fritz Lang","3309155.9999999995","1349711","153","Drama,Sci-Fi","Метрополис"
"2009","Richard Fleischer","4000000","210","97","Crime,Mystery,Sci-Fi","Soylent Green"
"2008","Michael Oblowitz","0","51618","100","Crime,Drama","Гори все огнем"
"2007","Theresa Connelly","0","692588","105","Comedy,Drama,Romance","Польская свадьба"
"2006","0","0","0","0","0","0"
"2005","Richard Donner","19000000","64527378","114","Adventure,Comedy,Family","Балбесы"
"2004","Joe Dante,Chuck Jones","50000000","41483050","106","Comedy,Fantasy,Horror","Гремлины 2: Новенькая партия"
"2003","Joe Dante","11000000","153908485","106","Comedy,Fantasy,Horror","Gremlins"
"2002","Richard Donner","35000000","321731527","118","Action,Crime,Thriller","Смертельное оружие 3"
"2001","Richard Donner","28000000","227853986","114","Action,Crime,Thriller","Смертельное оружие 2"
"2000","Richard Donner","15000000","120207127","109","Action,Crime,Thriller","Смертельное оружие"
"1999","William Peter Blatty","0","39024251","110","Drama,Horror,Mystery","The Exorcist III"
"1998","John Boorman,Rospo Pallenberg","14000000","30749142","117","Horror","Изгоняющий дьявола 2: Еретик"
"1997","William Friedkin","11000000","441306145","122","Horror","Изгоняющий дьявола"
"1996","Gary Sherman","10500000","14114488","98","Horror,Thriller","Poltergeist III"
"1995","Brian Gibson","19000000","40998097","91","Horror","Poltergeist II: The Other Side"
"1994","Tobe Hooper","10700000","77231990","114","Horror,Thriller","Poltergeist"
"1993","Jack Bender","13000000","20560255","90","Horror,Thriller","Child's Play 3"
"1992","John Lafia","13000000","35763605","84","Horror,Thriller","Child's Play 2"
"1991","Tom Holland","9000000","44196684","87","Horror,Thriller","Детские игры"
"1990","Clay Borris","0","0","92","Horror,Thriller","Школьный бал 4: Избавь нас от зла"
"1987","Paul Lynch","1110000.0","14796236","92","Horror,Mystery,Thriller","Prom Night"
"1986","Dominique Othenin-Girard","5000000","11642254","96","Horror,Thriller","Halloween 5: The Revenge of Michael Myers"
"1985","Dwight H. Little","5000000","17768757","88","Horror,Thriller","Halloween 4: The Return of Michael Myers"
"1984","Tommy Lee Wallace","2500000","14400000","98","Horror,Mystery,Sci-Fi","Halloween III: Season of the Witch"
"1983","Rick Rosenthal","2500000","25533818","92","Horror","Halloween II"
"1982","John Carpenter","325000","47160342","91","Horror,Thriller","Хэллоуин"
"1981","Rob Hedden","5000000","14343976","100","Adventure,Horror,Thriller","Friday the 13th Part VIII: Jason Takes Manhattan"
"1980","John Carl Buechler","2800000","19170001","88","Horror,Thriller","Friday the 13th Part VII: The New Blood"
"1979","Tom McLoughlin","3000000","19472525","86","Horror,Thriller","Jason Lives: Friday the 13th Part VI"
"1978","Danny Steinmann","2200000","21930418","92","Horror,Mystery,Thriller","Friday the 13th: A New Beginning"
"1977","Joseph Zito","2600000","32980880","91","Horror,Thriller","Friday the 13th: The Final Chapter"
"1976","Steve Miner","2300000","36696671","95","Horror,Thriller","Friday the 13th Part III"
"1975","Steve Miner","1250000","21722776","87","Horror,Mystery,Thriller","Friday the 13th Part 2"
"1974","Sean S. Cunningham","550000","39916601","95","Horror,Mystery,Thriller","Пятница 13-е"
"1973","Rachel Talalay","11000000","34872033","89","Fantasy,Horror","Freddy's Dead: The Final Nightmare"
