movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"65585","Gary Winick","30000000","115375850","89","Comedy,Romance","Война невест"
"65577","Sam Fell,Robert Stevenhagen","60000000","86957280","93","Animation,Adventure,Comedy","Приключения Десперо"
"65514","Wilson Yip","11715578","22108789","106","Action,Biography,Drama","Ип Ман"
"65359","0","0","0","90","Fantasy,Drama,Adventure","Волшебник Земноморья"
"65350","Lewis Milestone","0","0","98","Action,Drama,War","The General Died at Dawn"
"65261","Hayao Miyazaki","34000000","205111404","101","Animation,Adventure,Comedy","Рыбка Поньо на утёсе"
"65230","David Frankel","60000000","255743968","111","Drama,Family","Марли и я"
"65225","Peter Joseph","40000","0","123","Documentary,History,War","Дух времени: Приложение"
"65216","Edward Zwick","32000000","51262751","137","Action,Drama,History","Вызов"
"65193","Nick Moore","20000000","21972336","98","Comedy","Оторва"
"65188","Kurt Kuenne","0","18334","95","Documentary,Biography,Crime","Дорогой Закари: письмо сыну о его отце"
"65135","Richard Boden","0","0","43","Comedy,History","Blackadder's Christmas Carol"
"65133","Paul Weiland","3780000.0","0","33","Short,Comedy,History","Черная Гадюка туда-сюда"
"65130","Sam Mendes","35000000","75981180","119","Drama,Romance","Дорога перемен"
"65126","Clark Gregg","3000000","3982459","92","Comedy,Drama","Удушье"
"65088","Adam Shankman","80000000","212874864","99","Adventure,Comedy,Family","Сказки на ночь"
"65037","Nic Balthazar","1620000.0","2744414","93","Drama,Thriller","Бен Икс"
"64997","David Michael Latt","1000000","0","93","Horror,Sci-Fi","Война миров Х.Г. Уэллса"
"64993","Makoto Shinkai","5000000","542077","63","Animation,Drama,Family","5 сантиметров в секунду"
"64983","Bryan Singer","75000000","201545517","121","Drama,History,Thriller","Операция «Валькирия»"
"64969","Peyton Reed","70000000","223241637","104","Comedy,Romance","Всегда говори «ДА»"
"64957","David Fincher","150000000","335802786","166","Drama,Fantasy,Romance","Загадочная история Бенджамина Баттона"
"64839","Darren Aronofsky","6000000","44734660","109","Drama,Sport","Рестлер"
"64716","Gabriele Muccino","55000000","169748929","123","Drama,Mystery,Thriller","Семь жизней"
"64695","Masahiro Andô","0","258490","103","Animation,Action,Adventure","Меч чужака"
"64622","Stephen Daldry","32000000","108902486","124","Drama,Mystery,Romance","Чтец"
"64620","Ron Howard","25000000","27426335","122","Biography,Drama,History","Фрост против Никсона"
"64614","Clint Eastwood","33000000","269958228","116","Drama","Гран Торино"
"64575","John Patrick Shanley","20000000","51699984","104","Drama,Mystery","Сомнение"
"64501","Steven Soderbergh","40000000","8638163","135","Biography,Drama,History","Че: Часть вторая"
"64499","Steven Soderbergh","35000000","34209066","134","Biography,Drama,History","Че: Часть первая. Аргентинец"
"64497","Scott Derrickson","80000000","233093859","104","Adventure,Drama,Sci-Fi","День, когда Земля остановилась"
"64285","Nick Park","0","0","29","Animation,Short,Comedy","Уоллес и Громит: Дело о смертельной выпечке"
"64278","Sophie Fiennes","0","9633","150","Documentary","Киногид извращенца"
"64249","Gary Trousdale","0","0","21","Animation,Short,Adventure","Шрэк мороз, зеленый нос"
"64231","Lexi Alexander","35000000","10161493","103","Action,Crime,Drama","Каратель: Территория войны"
"64197","Steve McQueen","1890000.0","3185113","96","Biography,Crime,Drama","Голод"
"64167","0","0","0","250","Adventure,Family,Fantasy","Динотопия"
"64116","Tony Leondis","25000000","30893885","87","Animation,Comedy,Family","Игорь"
"64114","Alex Kendrick","500000","33473297","122","Drama,Romance","Огнеупорный"
"64034","Mark Herman","12500000","40416563","94","Drama,War","Мальчик в полосатой пижаме"
"64032","Seth Gordon","80000000","164112721","88","Comedy,Drama,Romance","Четыре Рождества"
"64030","Olivier Megaton","30000000","108979549","104","Action,Adventure,Thriller","Перевозчик 3"
"64010","Tom Shankland","0","1300051","84","Horror,Mystery,Thriller","Детишки"
"63992","Catherine Hardwicke","37000000","408491522","122","Drama,Fantasy,Romance","Сумерки"
"63876","Gus Van Sant","20000000","54662930","128","Biography,Drama,History","Харви Милк"
"63859","Byron Howard,Chris Williams","150000000","309979994","96","Animation,Adventure,Comedy","Вольт"
"63853","Baz Luhrmann","130000000","211788761","165","Adventure,Drama,Romance","Австралия"
"63826","Toby Wilkins","0","522497","82","Crime,Horror,Sci-Fi","Заноза"
"63808","Laurent Cantet","0","29303505","128","Drama","Класс"
