movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"83132","Hiromasa Yonebayashi","23000000","149660003","94","Animation,Adventure,Drama","Ариэтти из страны лилипутов"
"83086","Steve Antin","55000000","89520336","119","Drama,Music,Musical","Бурлеск"
"82857","Ilisa Barbash,Lucien Castaing-Taylor","0","209204","101","Documentary,Adventure,Western","Последний ковбой"
"82854","Rob Letterman","112000000","237382724","85","Adventure,Comedy,Family","Путешествия Гулливера"
"82852","Paul Weitz","100000000","310650585","98","Comedy,Romance","Знакомство с Факерами 2"
"82848","Edward F. Cline,Buster Keaton","0","0","25","Short,Comedy","Одна неделя"
"82767","John Cameron Mitchell","5000000","5144717","91","Drama","Кроличья нора"
"82765","Sheng Ding","25000000","5186427","96","Action,Adventure,Comedy","Большой солдат"
"82744","George Tillman Jr.","24000000","35626958","98","Action,Crime,Drama","Быстрее пули"
"82684","Harmony Korine","0","0","78","Comedy,Drama,Horror","Трахальщики мусорных бачков"
"82667","Jee-woon Kim","0","12966357","144","Action,Crime,Thriller","Я видел Дьявола"
"82641","Cheh Chang","0","0","115","Action,Drama","Du bei dao"
"82534","John Wells","15000000","8087000","104","Drama","В компании мужчин"
"82527","Richard J. Lewis","30000000","12106921","134","Comedy,Drama","По версии Барни"
"82499","James L. Brooks","120000000","48668907","121","Comedy,Drama,Romance","Как знать..."
"82461","Joseph Kosinski","170000000","400070496","125","Action,Adventure,Sci-Fi","Трон: Наследие"
"82459","Ethan Coen,Joel Coen","38000000","252278285","110","Drama,Western","Железная хватка"
"82378","Andrew Jarecki","0","1754389","101","Crime,Drama,Mystery","Все самое лучшее"
"82366","Adam Green","800000","156190","85","Action,Comedy,Horror","Топор 2"
"82242","Jalmari Helander","2103840.0","4087363","84","Adventure,Fantasy,Horror","Санта на продажу"
"82202","Florian Henckel von Donnersmarck","100000000","278780441","103","Action,Thriller","Турист"
"82169","0","0","0","0","0","0"
"82167","Edward Zwick","30000000","102820008","112","Comedy,Drama,Romance","Любовь и другие лекарства"
"82152","Daniel Barnz","17000000","43202283","86","Drama,Fantasy,Romance","Страшно красив"
"82095","Colin Strause,Greg Strause","10000000","66984887","92","Action,Sci-Fi,Thriller","Скайлайн"
"82093","William Monahan","25000000","8307227","103","Crime,Drama","Телохранитель"
"82088","Ralf Huettner","0","7892908","96","Comedy,Drama","Винсент хочет к морю"
"82053","George Hickenlooper","12500000","1230933","108","Biography,Comedy,Crime","Казино Джек"
"82041","Sean Byrne","0","358399","84","Crime,Horror","Любимые"
"81949","Galt Niederhoffer","4500000","191019","95","Comedy,Drama,Romance","Романтики"
"81932","David O. Russell","25000000","129190869","116","Action,Biography,Drama","Боец"
"81910","Don Argott","0","544890","101","Documentary","Искусство воровства"
"81847","Nathan Greno,Byron Howard","260000000","592472813","100","Animation,Adventure,Comedy","Рапунцель: Запутанная история"
"81845","Tom Hooper","15000000","484068861","118","Biography,Drama,History","Король говорит!"
"81834","David Yates","125000000","972665829","146","Adventure,Family,Fantasy","Гарри Поттер и Дары смерти: Часть I"
"81831","Paolo Virzì","8411230.08","10569178","122","Comedy,Drama","Первое прекрасное"
"81819","Alejandro G. Iñárritu","0","25147786","148","Drama,Romance","Бьютифул"
"81791","Sofia Coppola","7000000","15249195","97","Comedy,Drama,Romance","Где-то"
"81788","Paul Haggis","30000000","67448651","133","Action,Crime,Drama","Три дня на побег"
"81786","Abbas Kiarostami","7560000.000000001","7736632","106","Drama,Romance","Копия верна"
"81784","Roger Michell","40000000","60040976","107","Comedy,Drama,Romance","Доброе утро"
"81782","Tony Scott","100000000","167805466","98","Action,Thriller","Неуправляемый"
"81681","Samuel Fuller","0","0","81","Western","I Shot Jesse James"
"81591","Darren Aronofsky","13000000","329398046","108","Drama,Thriller","Чёрный лебедь"
"81564","Tom McGrath","130000000","321885765","95","Animation,Action,Adventure","Мегамозг"
"81562","Danny Boyle","18000000","60738797","94","Biography,Drama","127 часов"
"81537","Todd Phillips","65000000","211780824","95","Comedy,Drama","Впритык"
"81535","Kevin Greutert","20000000","136151680","90","Horror,Mystery","Пила 3D"
"81520","Isaac Florentine","3000000","285709","96","Action,Crime,Drama","Неоспоримый 3"
"81512","Clint Eastwood","50000000","106956330","129","Drama,Fantasy,Romance","Потустороннее"
