movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"97172","Tim Burton","39000000","84247681","87","Animation,Comedy,Drama","Франкенвини"
"97168","Kevin Macdonald","0","3842919","144","Documentary,Biography,Music","Боб Марли"
"97024","Jacques Audiard","16794196.560000002","25807712","120","Drama,Romance","Ржавчина и кость"
"96975","Lisa Azuelos","11000000","10578643","97","Comedy,Drama,Romance","Лето. Одноклассники. Любовь"
"96964","Pascal Laugier","16200000.000000002","7462847","106","Crime,Drama,Horror","Вeрзила"
"96945","Frédéric Beigbeder","7398000.000000001","7526448","98","Comedy,Romance","Любовь живет три года"
"96935","Johnnie To,Ka-Fai Wai","0","2637268","98","Comedy,Fantasy,Romance","Мой левый глаз видит привидения"
"96917","Mark Tonderai","10000000","44287131","101","Drama,Horror,Thriller","Дом в конце улицы"
"96861","Olivier Megaton","45000000","376152455","92","Action,Crime,Thriller","Заложница 2"
"96832","Leos Carax","0","1954125","115","Drama,Fantasy","Корпорация «Святые моторы»"
"96829","Thomas Vinterberg","2800000.0000000005","15886373","115","Drama","Охота"
"96821","Stephen Chbosky","13000000","33384127","103","Drama","Хорошо быть тихоней"
"96815","Matt Bettinelli-Olpin,David Bruckner,Tyler Gillett","242000","1944287","116","Horror,Mystery,Thriller","З/Л/О"
"96811","David Ayer","7000000","55078146","109","Action,Crime,Drama","Патруль"
"96737","Pete Travis","50000000","41037742","95","Action,Crime,Sci-Fi","Судья Дредд"
"96728","Paul Thomas Anderson","32000000","28288071","138","Drama,History","Мастер"
"96726","Daryl Wein","0","455754","87","Comedy","Давай, до свидания!"
"96691","Paul W.S. Anderson","65000000","240159255","95","Action,Horror,Sci-Fi","Обитель зла: Возмездие"
"96655","Jake Schreier","2500000","4806423","89","Comedy,Crime,Drama","Робот и Фрэнк"
"96616","Sean Anders","70000000","57719093","116","Comedy,Drama","Папа-досвидос"
"96610","Rian Johnson","30000000","176506819","119","Action,Drama,Sci-Fi","Петля времени"
"96608","Chris Bailey","0","0","7","Animation,Short,Action","Сойти с ума"
"96606","Ron Fricke","4000000","4426444","102","Documentary,Music","Самсара"
"96588","Jason Moore","17000000","115647737","112","Comedy,Music,Romance","Идеальный голос"
"96567","Brian Klugman,Lee Sternthal","6000000","15950164","102","Drama,Mystery,Romance","Слова"
"96563","Joe Berlinger,Bruce Sinofsky","0","0","121","Documentary,Crime","Потерянный рай 3"
"96530","Josh Stolberg","0","0","88","Comedy,Romance","Давай сделаем ребенка"
"96520","John Madden","0","0","101","Crime,Drama,Mystery","Главный подозреваемый 4: Потерянный ребенок"
"96518","0","0","0","195","Crime,Drama,Thriller","Главный подозреваемый 6: Последний свидетель"
"96488","Malik Bendjelloul","0","9380362","86","Documentary,Biography,Music","В поисках Сахарного Человека"
"96471","0","0","0","207","Crime,Drama,Mystery","Главный подозреваемый 3"
"96448","John Gulager","5000000","8518634","83","Comedy,Horror,Sci-Fi","Пираньи 3DD"
"96432","John Hillcoat","26000000","55404207","116","Biography,Crime,Drama","Самый пьяный округ в мире"
"96430","Peter Hedges","25000000","56012642","105","Comedy,Drama,Family","Странная жизнь Тимоти Грина"
"96417","David Koepp","35000000","31083599","91","Action,Crime,Thriller","Срочная доставка"
"96411","Arthur Bradford","0","0","42","Documentary,Comedy","6 дней до эфира: Создание Южного парка"
"96373","Rufus Norris","0","0","91","Drama,Romance","Сломленные"
"96283","David Bowers","22000000","77229695","94","Comedy,Family","Дневник слабака 3"
"96281","Chris Butler,Sam Fell","60000000","107139399","92","Animation,Adventure,Comedy","Паранорман, или Как приручить зомби"
"96150","Lauren Greenfield","1000000","2495706","103","Documentary","Королева Версаля"
"96121","David Frankel","30000000","114281051","100","Comedy,Drama,Romance","Весенние надежды"
"96114","Gabe Torres","500000","102819","92","Thriller","Тормоз"
"96110","Jay Roach","95000000","104907746","85","Comedy","Грязная кампания за честные выборы"
"96084","Francesco Rosi","0","328","101","Drama","Le mani sulla città"
"96079","Sam Mendes","200000000","1142504419","143","Action,Adventure,Thriller","007: Координаты «Скайфолл»"
"96020","Gustavo Taretto","11000000","1008116","95","Comedy,Drama","Глухие стены"
"96007","Osamu Kasai","0","0","65","Animation,Action,Adventure","Драконий жемчуг БП: Наследие героя"
"96004","Yoshihiro Ueda,Daisuke Nishio","0","0","47","Animation,Action,Adventure","Драконий жемчуг Зет. Спэшл 2: Гохан и Транкс"
"95965","Mitsuo Hashimoto,Daisuke Nishio","0","270354","48","Animation,Action,Drama","Doragon Bôru Zetto Tatta Hitori no Saishû Kessen"
"95949","Paolo Genovese","0","22043584","108","Comedy","Незрелые"
