movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"104760","Courtney Solomon","18000000","11806432","90","Action,Thriller","Погнали"
"104644","Jordan Brady","0","0","49","Comedy","Maria Bamford: The Special Special Special!"
"104457","Adam Wingard","1000000","26895481","95","Drama,Horror,Thriller","Тебе конец!"
"104419","Sam Liu,Lauren Montgomery","0","0","75","Animation,Action,Fantasy","Лига Справедливости: Кризис двух миров"
"104374","Richard Curtis","12000000","87100748","123","Comedy,Drama,Fantasy","Бойфренд из будущего"
"104339","Lake Bell","0","3114953","93","Comedy","За кадром..."
"104337","Lee Daniels","30000000","177313795","132","Biography,Drama","Дворецкий"
"104303","Joshua Michael Stern","12000000","42128352","128","Biography,Drama","Джобс: Империя соблазна"
"104283","Hayao Miyazaki","30000000","136864780","126","Animation,Biography,Drama","Ветер крепчает"
"104272","Gabriela Cowperthwaite","1500000","2303417","83","Documentary","Чёрный плавник"
"104245","Klay Hall","50000000","240171783","91","Animation,Adventure,Comedy","Самолёты"
"104243","David Twohy","38000000","98337295","119","Action,Adventure,Sci-Fi","Риддик"
"104241","Jeff Wadlow","28000000","60795985","103","Action,Comedy,Crime","Пипец 2"
"104218","Dennis Dugan","80000000","246984278","101","Comedy","Одноклассники 2"
"104211","Rawson Marshall Thurber","37000000","269994119","110","Comedy,Crime","Мы - Миллеры"
"104141","Curt Geda,Jennifer Graves,Tim Maltby","0","0","75","Animation,Action,Crime","Бэтмен и тайна женщины-летучей мыши"
"104129","Keanu Reeves","25000000","5464885","105","Action,Drama","Мастер тай-цзи"
"104078","Declan Lowney","0","9979601","90","Action,Comedy,Crime","Алан Партридж"
"104076","Raja Gosnell","105000000","347545360","105","Animation,Adventure,Comedy","Смурфики 2"
"104074","Thor Freudenthal","90000000","199850315","106","Adventure,Family,Fantasy","Перси Джексон и Море чудовищ"
"104069","Louis C.K.","0","0","58","Comedy","Луис С.К.: Боже мой"
"104017","T. Fikret Uçak","0","0","81","Action,Crime,Sci-Fi","3 Dev Adam"
"103984","Paolo Sorrentino","9936000.0","25034692","141","Drama","Великая красота"
"103980","Woody Allen","18000000","99104804","98","Comedy,Drama,Romance","Жасмин"
"103883","Baltasar Kormákur","61000000","131940411","109","Action,Comedy,Thriller","Два ствола"
"103865","Chadd Harbold","0","0","81","Comedy,Drama","Всех порву!"
"103819","Brad Copeland","2000000","0","87","Comedy","Кофейный городок"
"103810","Dean Parisot","84000000","148075565","116","Action,Comedy,Crime","РЭД 2"
"103801","Joe Swanberg","650000","401914","90","Comedy,Drama,Romance","Собутыльники"
"103772","James Mangold","120000000","414828246","126","Action,Sci-Fi","Росомаха: Бессмертный"
"103755","David Soren","135000000","282570682","96","Animation,Adventure,Comedy","Турбо"
"103688","James Wan","20000000","320415166","112","Horror,Mystery,Thriller","Заклятие"
"103685","Ben Wheatley","398160.0","97195","90","Drama,History,Horror","Поле в Англии"
"103655","Robert Schwentke","130000000","78324220","96","Action,Adventure,Comedy","Призрачный патруль"
"103624","Ryan Coogler","900000","17385830","85","Biography,Crime,Drama","Станция «Фрутвейл»"
"103609","Randall Miller","7500000","13272113","98","Comedy","Школьная тусовка"
"103606","Josh Boone","0","977671","97","Comedy,Drama,Romance","Застрял в любви"
"103602","Jay Chapman","0","0","81","Documentary,Comedy","Craig Ferguson: I'm Here to Help"
"103596","Anthony C. Ferrante","1000000","0","86","Action,Adventure,Comedy","Акулий торнадо"
"103543","Liz W. Garcia","0","0","98","Drama,Romance","Спасатель"
"103539","James Ponsoldt","2500000","6918591","95","Drama,Romance","Захватывающее время"
"103502","Jesse Lawrence","0","51594","92","Comedy,Romance","Переполох на свадьбе"
"103483","Simon Barrett,Jason Eisener,Gareth Evans","0","805574","96","Horror,Thriller","З/Л/О 2"
"103449","Brian De Palma","20000000","713616","102","Adventure,Drama,Horror","Страсть"
"103384","Gore Verbinski","215000000","260502115","150","Action,Adventure,Western","Одинокий рейнджер"
"103372","Paul Feig","43000000","229930771","117","Action,Comedy,Crime","Копы в юбках"
"103366","Steven Knight","20000000","12671109","100","Action,Crime,Drama","Эффект колибри"
"103341","Edgar Wright","20000000","46091479","109","Action,Comedy,Sci-Fi","Армагеддец"
"103339","Roland Emmerich","150000000","205366737","131","Action,Drama,Thriller","Штурм Белого дома"
"103335","Pierre Coffin,Chris Renaud","76000000","970766005","98","Animation,Adventure,Comedy","Гадкий я 2"
