movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"1197","Rob Reiner","16000000","30957375","98","Adventure,Comedy,Family","Принцесса-невеста"
"1196","Irvin Kershner","18000000","538375067","124","Action,Adventure,Fantasy","Звёздные войны. Эпизод 5: Империя наносит ответный удар"
"1194","Lou Adler,Tommy Chong","2000000","44364244","86","Comedy,Music","Укуренные"
"1193","Milos Forman","3000000","109114987","133","Drama","Пролетая над гнездом кукушки"
"1192","Jennie Livingston","500000","3905297","78","Documentary","Париж горит"
"1191","Alek Keshishian","4500000","29012935","120","Documentary,Music","Madonna: Truth or Dare"
"1190","Pedro Almodóvar","0","4089145","101","Comedy,Crime,Drama","Átame!"
"1189","Errol Morris","0","1209846","101","Documentary,Crime","The Thin Blue Line"
"1188","Baz Luhrmann","1950000.0","11757444","94","Comedy,Drama,Music","Танцы без правил"
"1187","John Sayles","3330000","4814619","135","Drama","Рыба страсти"
"1186","Steven Soderbergh","1200000","24742089","100","Drama","Секс, ложь и видео"
"1185","Jim Sheridan","756000.0","14743391","103","Biography,Drama","Моя левая нога"
"1184","Gabriele Salvatores","0","4532791","96","Comedy,Drama,War","Mediterraneo"
"1183","Anthony Minghella","27000000","231976425","162","Drama,Romance,War","Английский пациент"
"1180","Peter Chelsom","0","4313473","113","Comedy,Drama,Music","Услышь мою песню"
"1179","Stephen Frears","0","13446769","110","Crime,Drama,Thriller","The Grifters"
"1178","Stanley Kubrick","935000","5477","88","Drama,War","Тропы славы"
"1177","Mike Newell","0","13200170","95","Drama","Enchanted April"
"1176","Krzysztof Kieslowski","0","2175939","98","Drama,Fantasy,Music","La double vie de Véronique"
"1175","Marc Caro,Jean-Pierre Jeunet","3840000.0","1804142","99","Comedy,Crime","Деликатесы"
"1173","Peter Greenaway","0","8523994","124","Crime,Drama","Повар, вор, его жена и её любовник"
"1172","Giuseppe Tornatore","5000000","13020497","174","Drama,Romance","Новый кинотеатр «Парадизо»"
"1171","Tim Robbins","3900000","4479470","102","Comedy,Drama","Боб Робертс"
"1170","Phillip Rhee","0","0","90","Action,Crime,Drama","Лучшие из лучших 3"
"1167","Garry Marshall","22000000","7138523","112","Comedy","Дорогой Боженька"
"1163","Martine Dugowson","0","0","128","Drama","Мина Танненбаум"
"1162","Peter Medak","0","0","154","Comedy,Drama,Musical","The Ruling Class"
"1161","Volker Schlöndorff","0","7159","142","Drama,War","Die Blechtrommel"
"1156","Vittorio De Sica","0","0","84","Drama","I bambini ci guardano"
"1151","Jan Svankmajer","0","2117923","97","Animation,Comedy,Drama","Урок Фауста"
"1150","Daniel Vigne","0","3723036","112","Biography,Crime,Drama","Le retour de Martin Guerre"
"1148","Nick Park","0","0","29","Animation,Short,Comedy","Уоллес и Громит: Неправильные штаны"
"1147","Leon Gast","0","2789985","88","Documentary,Sport","Когда мы были королями"
"1144","Susan Warms Dryfoos","0","50605","86","Documentary,Biography","The Line King: The Al Hirschfeld Story"
"1140","Michael Ray Rhodes","0","0","110","Biography,Drama,Romance","Entertaining Angels: The Dorothy Day Story"
"1137","Rick Castro,Bruce La Bruce","0","0","79","Drama,Romance","Белый хастлер"
"1136","Terry Gilliam,Terry Jones","289264.5","2812669","91","Adventure,Comedy,Fantasy","Монти Пайтон и священный Грааль"
"1135","Howard Zieff","9500000","69847348","109","Comedy,War","Рядовой Бенджамин"
"1132","Claude Berri","0","3940542","113","Drama","Manon des sources"
"1131","Claude Berri","0","4940939","120","Comedy,Drama","Jean de Florette"
"1130","Joe Dante","1000000","17985893","91","Horror","Вой"
"1129","John Carpenter","6000000","25274965","99","Action,Adventure,Sci-Fi","Побег из Нью-Йорка"
"1128","John Carpenter","1000000","21448830","89","Horror,Thriller","The Fog"
"1127","James Cameron","70000000","90520202","140","Adventure,Drama,Mystery","The Abyss"
"1126","Ate de Jong","6788000","13884358","103","Comedy,Drama,Fantasy","Drop Dead Fred"
"1125","Blake Edwards","5000000","41833417","113","Comedy,Crime,Mystery","The Return of the Pink Panther"
"1124","Mark Rydell","7500000","119285810","109","Drama","On Golden Pond"
"1123","R.J. Cutler,David Van Taylor","0","134485","105","Documentary","A Perfect Candidate"
"1121","Rich Wilkes","0","15134","100","Comedy","Блеск славы"
"1120","Milos Forman","36000000","20300385","130","Biography,Drama","Народ против Ларри Флинта"
