movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"172909","Roman Kachanov","0","0","19","Animation,Short,Family","Чебурашка"
"172887","Shin'ichirô Watanabe","0","0","15","Animation,Action,Sci-Fi","Аниматрица: История одного ребенка"
"172881","Andrew R. Jones","0","0","9","Animation,Action,Sci-Fi","Аниматрица: Последний полет Осириса"
"172875","Shin'ichirô Watanabe","0","0","10","Animation,Action,Sci-Fi","Аниматрица: Детективная история"
"172825","Roman Davydov","0","0","19","Animation,Short,Adventure","Маугли. Похищение"
"172793","Boris Stepantsev","0","0","19","Animation,Short,Comedy","Вовка В Тридевятом Царстве"
"172705","Sara Taksler","0","51499","111","Documentary","Щекоча гигантов"
"172637","0","0","0","10","Animation,Short,Action","Приключения капитана Врунгеля"
"172591","Francis Ford Coppola","0","0","583","Crime,Drama,Thriller","Крестный отец: Трилогия 1901-1980"
"172589","Vladimir Popov","0","0","16","Animation,Short,Adventure","Зима в Простоквашино"
"172587","Vladimir Popov","0","0","18","Animation,Short,Adventure","Каникулы в Простоквашино"
"172585","Boris Stepantsev","0","0","20","Animation,Short,Comedy","Карлсон вернулся"
"172583","0","0","0","21","Animation,Short,Comedy","Следствие ведут Колобки"
"172577","Aleksandr Tatarskiy","0","0","20","Animation,Short,Comedy","Падал прошлогодний снег"
"172547","Kyle Balda,Pierre Coffin,Eric Guillon","80000000","1034800131","89","Animation,Adventure,Comedy","Гадкий я 3"
"172497","John Bruno,James Cameron,Keith Melton","60000000","0","21","Short,Action,Sci-Fi","Терминатор 2 - 3D"
"172461","Dylan Bank,Daniel DiMauro,Morgan Pehme","0","0","92","Documentary,Biography","Get Me Roger Stone"
"172321","Jordan Schlansky,Robert Smigel","0","0","61","Comedy","Поздняя ночь с Конаном О'Брайэном: Лучшее из Триумфа - обиженной собаки из комиксов"
"172253","Thom Eberhardt","0","0","90","Comedy","The Night Before"
"172233","Gregory Mosher","0","94938","98","Drama","Мошенники"
"172229","Martha Coolidge","7500000","289323","98","Comedy,Mystery,Romance","Plain Clothes"
"172215","Don Barnhart","0","0","92","Comedy","Спасённые звонком: Гавайский стиль"
"172013","Maria Schrader","0","1370772","106","Biography,Drama,History","Стефан Цвейг"
"171917","Léa Fazer","0","0","86","0","Mystère à la Tour Eiffel"
"171891","Vlad Yudin","0","4439","106","Documentary","Железное поколение 2"
"171867","Lucia Aniello","20000000","47347283","101","Comedy","Очень плохие девчонки"
"171811","Juliusz Machulski","0","1032822","105","Comedy","ПосольССтво"
"171765","Bong Joon Ho","50000000","2049823","120","Action,Adventure,Drama","Окча"
"171763","Edgar Wright","34000000","226945087","113","Action,Crime,Drama","Малыш на драйве"
"171759","Sofia Coppola","10500000","27869129","93","Drama,History,Thriller","Роковое искушение"
"171751","Rajkumar Hirani","0","3137716","156","Comedy,Drama","Братан Мунна: Продавец счастья"
"171749","0","0","0","24","Animation,Crime,Drama","Тетрадь смерти"
"171701","Albert Serra","0","209715","115","Biography,Drama,History","Смерть Людовика XIV"
"171695","0","0","0","0","0","0"
"171631","Jessica Yu","0","0","64","Documentary,Comedy","Мария Бэмфорд: Взрослый ребенок"
"171495","0","0","0","0","Documentary","Космос"
"171251","Brian Knappenberger","0","0","95","Documentary","Всем молчать: Судебные процессы над свободной прессой"
"171023","Brett Haley","1200000","4101699","96","Drama,Romance","Герой"
"171011","0","0","0","0","Documentary","Планета Земля 2"
"170993","Nick Guthe","6000000","156318","91","Comedy,Crime,Drama","У Мини это в первый раз"
"170957","Brian Fee","175000000","383930656","102","Animation,Adventure,Comedy","Тачки 3"
"170945","Trey Edward Shults","5000000","19735344","91","Drama,Horror,Mystery","Оно приходит ночью"
"170939","David Soren","38000000","125427681","89","Animation,Action,Adventure","Капитан Подштанник: Первый эпический фильм"
"170937","Joe Swanberg","0","0","88","Comedy","Отыграйся"
"170907","Ted Braun","0","0","99","Documentary","Ставка на ноль"
"170897","Steven Brill","0","0","130","Comedy","Сэнди Уэкслер"
"170875","F. Gary Gray","250000000","1236009236","136","Action,Crime,Thriller","Форсаж 8"
"170837","Mark Rosman","0","0","89","Adventure,Comedy,Drama","Идеальная игрушка"
"170827","Alex Kurtzman","125000000","409231607","111","Action,Adventure,Fantasy","Мумия"
"170817","Jonathan Levine","42000000","60845711","90","Action,Adventure,Comedy","Дочь и мать её"
