movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"8609","John G. Blystone,Buster Keaton","0","248","65","Comedy,Romance,Thriller","Our Hospitality"
"8607","Shôgo Furuya,Satoshi Kon","0","454478","92","Animation,Adventure,Comedy","Однажды в Токио"
"8605","Gérard Krawczyk","1300000","65497208","84","Action,Comedy,Crime","Такси 3"
"8604","Gérard Pirès","8480000.0","0","89","Action,Comedy,Crime","Такси"
"8601","Jean Vigo","0","0","47","Drama","Zéro de conduite: Jeunes diables au collège"
"8600","Michael Curtiz","0","0","97","Crime,Drama,Film-Noir","Angels with Dirty Faces"
"8596","Blake Edwards","12000000","49579269","99","Comedy,Crime,Mystery","Revenge of the Pink Panther"
"8593","Ernest R. Dickerson","5000000","20146880","95","Action,Crime,Drama","Авторитет"
"8591","Stewart Raffill","6400000","8103330","102","Adventure,Drama,Romance","The Philadelphia Experiment"
"8588","Kaige Chen","25000000","7775138","100","Drama,Mystery,Romance","Убей меня нежно"
"8587","George Hickenlooper","0","257315","94","Documentary,Biography,Music","Легенда аллеи звезд"
"8582","Mark Achbar,Peter Wintonick","0","0","167","Documentary,Biography,War","Manufacturing Consent: Noam Chomsky and the Media"
"8581","Martyn Burke","0","0","95","Biography,Drama,History","Пираты Силиконовой Долины"
"8580","James Lapine","0","0","151","Comedy,Drama,Romance","Into the Woods"
"8578","Michael Spierig,Peter Spierig","650000.0","187847","104","Action,Comedy,Fantasy","Немёртвые"
"8577","Oliver Stone","0","135633","99","Documentary","Команданте"
"8575","Laurent Firode","0","251444","90","Comedy,Drama,Romance","Взмах крыльев мотылька"
"8574","Will Vinton","0","0","24","Animation,Short,Comedy","Claymation Christmas Celebration"
"8571","Paul Mazursky","2000000","0","105","Comedy,Drama,Romance","Боб и Кэрол, Тед и Элис"
"8542","Sam Wood","0","0","111","Comedy,Family,Musical","A Day at the Races"
"8535","Irwin Winkler","15000000","18611951","125","Biography,Drama,Music","Любимчик"
"8534","Jean-Jacques Annaud","64432800.00000001","62174008","109","Adventure,Drama,Family","Два брата"
"8533","Nick Cassavetes","29000000","118262017","123","Drama,Romance","Дневник памяти"
"8532","Tod Williams","7500000","6715067","111","Comedy,Drama","Дверь в полу"
"8531","Keenen Ivory Wayans","37000000","113100873","109","Comedy,Crime","Белые цыпочки"
"8530","Shona Auerbach","0","1656829","105","Drama,Romance","Дорогой Фрэнки"
"8529","Steven Spielberg","60000000","219100084","128","Comedy,Drama,Romance","Терминал"
"8528","Rawson Marshall Thurber","20000000","168423227","92","Comedy,Sport","Вышибалы"
"8526","Frank Coraci","110000000","72660444","120","Action,Adventure,Comedy","Вокруг света за 80 дней"
"8521","Rouben Mamoulian","535000","16615","98","Horror,Sci-Fi","Dr. Jekyll and Mr. Hyde"
"8518","Clarence Brown","376000","0","89","Drama,Romance","Anna Christie"
"8512","Mel Brooks","4400000","36145695","87","Comedy","Silent Movie"
"8511","Charles Chaplin","0","0","30","Short,Comedy,Drama","Иммигрант"
"8507","Tod Browning","310607","4072","64","Drama,Horror","Freaks"
"8506","Nicolas Winding Refn","6600000","0","91","Thriller","Страх Икс"
"8502","George Sidney","2295429","236","108","Drama,Family,Musical","Show Boat"
"8501","Robert Harmon","6000000","5844868","97","Action,Mystery,Thriller","The Hitcher"
"8500","Jun Fukuda","0","2873268","84","Animation,Action,Adventure","Gojira tai Mekagojira"
"8495","Steve Buscemi","3600000","43805","94","Crime,Drama","Зверофабрика"
"8494","Norman Jewison,Sam Peckinpah","0","0","102","Drama","The Cincinnati Kid"
"8493","Michael Caton-Jones","23000000","27441977","107","Action,Drama,War","Memphis Belle"
"8492","Brian Desmond Hurst","0","24","86","Drama,Family,Fantasy","Scrooge"
"8491","Raoul Walsh","1300000","5534","114","Action,Crime,Drama","White Heat"
"8487","Charles Walters","1775000","0","112","Comedy,Family,Romance","Please Don't Eat the Daisies"
"8484","Masaki Kobayashi","0","0","208","Drama,History,War","Ningen no jôken"
"8482","Albert Lewin","3500000","0","110","Drama,Fantasy,Horror","The Picture of Dorian Gray"
"8481","King Vidor,Jack Conway,W.S. Van Dyke","2677762","0","126","Adventure,Drama,History","'Northwest Passage' (Book I -- Rogers' Rangers)"
"8477","Chris Marker","0","0","28","Short,Drama,Romance","La jetée"
"8465","Mervyn LeRoy","651000","0","107","Crime,Film-Noir,Mystery","Johnny Eager"
"8464","Morgan Spurlock","65000","20645757","100","Documentary","Двойная порция"
