movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"393","Steven E. de Souza","35000000","99433436","102","Action,Adventure,Comedy","Уличный боец"
"391","Doug McHenry","7000000","20851521","119","Crime,Drama,Romance","Узы братства"
"390","Russ Meyer","45000","0","83","Action,Comedy","Faster, Pussycat! Kill! Kill!"
"389","Yves Angelo","0","464284","110","Drama,History,Romance","Полковник Шабер"
"388","Robert Lee King,Raoul O'Connell,Brian Sloan","0","0","91","Drama","Boys Life: Three Stories of Love, Lust, and Liberation"
"387","Keenen Ivory Wayans","10000000","29392418","100","Action,Comedy,Crime","Пропавшие миллионы"
"386","Jefery Levy","0","63513","96","Comedy,Drama","Японский городовой"
"385","Suri Krishnamma","0","920916","99","Comedy,Drama","Любовь без имени"
"384","Damian Harris","15000000","3674841","108","Crime,Drama,Thriller","Плохая компания"
"383","Lawrence Kasdan","63000000","25052000","191","Action,Adventure,Biography","Уайатт Эрп"
"382","Mike Nichols","70000000","131002597","125","Drama,Horror,Romance","Волк"
"381","Luis Mandoki","0","50021959","126","Drama,Romance","Когда мужчина любит женщину"
"380","James Cameron","115000000","378882411","141","Action,Comedy,Thriller","Правдивая ложь"
"379","Peter Hyams","27000000","101646581","99","Action,Crime,Sci-Fi","Патруль времени"
"378","Ron Underwood","38000000","20667959","99","Comedy,Romance","Без слов"
"377","Jan de Bont","30000000","350448145","116","Action,Adventure,Thriller","Скорость"
"376","Curtis Hanson","45000000","94216343","111","Adventure,Crime,Thriller","Дикая река"
"374","Donald Petrie","40000000","38087756","95","Comedy,Family","Богатенький Ричи"
"373","John Dahl","8000000","2502551","98","Crime,Drama,Thriller","Придорожное заведение"
"372","Ben Stiller","11500000","33351557","99","Comedy,Drama,Romance","Реальность кусается"
"371","Ron Howard","6000000","48424341","112","Comedy,Drama","Газета"
"370","Peter Segal","30000000","51132598","83","Comedy,Crime","Голый пистолет 33 1/3: Последний выпад"
"369","Alan Rudolph","7000000","2144667","125","Biography,Drama","Миссис Паркер и порочный круг"
"368","Richard Donner","75000000","183031272","127","Action,Adventure,Comedy","Мэверик"
"367","Chuck Russell","23000000","351583407","101","Action,Comedy,Crime","Маска"
"366","Wes Craven","8000000","19721741","112","Fantasy,Horror,Mystery","Кошмар на улице Вязов 7: Новый кошмар"
"365","Bernardo Bertolucci","35000000","4858139","123","Drama","Маленький Будда"
"364","Roger Allers,Rob Minkoff","45000000","968750694","88","Animation,Adventure,Drama","Король лев"
"363","Ray Müller","0","449707","183","Documentary,Biography,History","Прекрасная и ужасная жизнь Лени Рифеншталь"
"362","Stephen Sommers","27000000","52389402","111","Adventure,Family,Romance","Книга джунглей"
"361","Andrew Bergman","20000000","37939757","101","Comedy,Drama,Romance","Счастливый случай"
"360","Charles Shyer","45000000","30806194","123","Action,Comedy,Romance","Я люблю неприятности"
"359","Darnell Martin","0","1760527","104","Comedy,Drama,Romance","А мне так нравится"
"358","John Singleton","0","38290723","128","Crime,Drama,Thriller","Bыcшее образование"
"357","Mike Newell","4400000","245700832","117","Comedy,Drama,Romance","Четыре свадьбы и oдни похороны"
"356","Robert Zemeckis","55000000","678226465","142","Drama,Romance","Форрест Гамп"
"355","Brian Levant","46000000","341631208","91","Comedy,Family,Fantasy","Флинтстоуны"
"354","Ron Shelton","0","1007583","128","Biography,Drama,Sport","Кобб"
"353","Alex Proyas","23000000","50694671","102","Action,Crime,Drama","Ворон"
"352","Spike Lee","14000000","13642861","115","Comedy,Drama","Круклин"
"351","Jessie Nelson","15000000","20164171","115","Comedy,Drama,Romance","Коррина, Коррина"
"350","Joel Schumacher","45000000","117615211","119","Crime,Drama,Mystery","Клиент"
"349","Phillip Noyce","62000000","215887717","141","Action,Crime,Drama","Прямая и явная угроза"
"348","Woody Allen","20000000","13383747","98","Comedy,Crime","Пули над Бродвеем"
"347","Roman Polanski","5000000","1862805","139","Drama,Romance,Thriller","Горькая луна"
"346","Iain Softley","0","2392589","100","Biography,Drama,Music","Битлз: Четыре плюс один (Пятый в квартете)"
"345","Stephan Elliott","0","11270255","104","Comedy,Music","Приключения Присциллы, королевы пустыни"
"344","Tom Shadyac","15000000","107217396","86","Comedy","Эйс Вентура: Розыск домашних животных"
"343","Melanie Mayron","6500000","9685976","94","Comedy,Drama,Family","Веселые няньки"
"342","P.J. Hogan","9000000","15486048","106","Comedy,Drama","Свадьба Мюриэл"
