movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"143969","David Wnendt","3193516.8000000003","25513752","116","Comedy,Drama,Fantasy","Он снова здесь"
"143896","Jerry Rothwell","0","31191","110","Documentary,Adventure,Biography","Как изменить мир"
"143859","Ethan Coen,Joel Coen","22000000","63945241","106","Comedy,Drama,Mystery","Да здравствует Цезарь!"
"143559","Martin Owen","10000","2421","84","Comedy,Crime,Drama","Лос-анджелесский слэшер"
"143525","Sabu","0","0","106","Action,Comedy,Fantasy","Ten no Chasuke"
"143511","Yann Arthus-Bertrand","0","80410","263","Documentary","Человек"
"143472","David Hackl","10000000","0","94","Action,Adventure,Horror","Гризли"
"143458","Leste Chen","1384990.0","44077818","104","Drama,Mystery,Thriller","Великий гипнотизёр"
"143410","Paul Gross","0","87768","120","Action,Drama,War","Тропа гиены"
"143385","Steven Spielberg","40000000","165478348","142","Drama,History,Thriller","Шпионский мост"
"143367","Martin Scorsese","46000000","23834809","161","Drama,History","Молчание"
"143365","James Ponsoldt","18000000","40656399","110","Drama,Mystery,Sci-Fi","Сфера"
"143355","Patty Jenkins","149000000","823970682","141","Action,Adventure,Fantasy","Чудо-женщина"
"143257","Tony McNamara","12000000","122919","100","Comedy,Crime,Drama","Эшби"
"143255","Justin Trefgarne","1260000.0","0","96","Mystery,Sci-Fi,Thriller","Наркополис"
"143245","Mark Osborne","81200000","97571250","108","Animation,Adventure,Drama","Маленький принц"
"143031","Paul Hoen","0","0","85","Comedy,Drama,Family","Прыгай!"
"143001","Reg Traviss","0","0","116","Crime","Анти-социальный"
"142997","Genndy Tartakovsky","80000000","475186976","89","Animation,Adventure,Comedy","Монстры на каникулах 2"
"142961","Wolfgang Murnberger","0","3308744","123","Comedy,Crime","Вечная жизнь"
"142831","Priyadarshan","0","2091698","146","Comedy,Romance","Специи любви"
"142602","Bora Dagtekin","0","83027924","115","Comedy","Зачётный препод 2"
"142598","Anthony DiBlasi","6.247999999999999","0","88","Horror,Mystery","Последняя смена"
"142558","Gérard Bitton,Michel Munz","0","5584429","105","Comedy","Если бы я был богат"
"142550","Takeshi Kitano","0","11757243","125","Action,Comedy","Рюдзо и семеро бойцов"
"142536","John Wells","20000000","36606743","101","Comedy,Drama","Шеф Адам Джонс"
"142509","Ilya Naishuller","2000000","16810562","96","Action,Adventure,Sci-Fi","Хардкор"
"142507","Edward Zwick","19000000","5578519","115","Biography,Drama,History","Жертвуя пешкой"
"142488","Tom McCarthy","20000000","98690254","129","Biography,Crime,Drama","В центре внимания"
"142456","Jaco Van Dormael","9239940.0","15709652","114","Comedy,Fantasy","Новейший завет"
"142448","Baltasar Kormákur","55000000","203427584","121","Action,Adventure,Biography","Эверест"
"142444","Adam Brooks,Matthew Kennedy","96200.0","0","95","Comedy,Crime,Horror","Монтажёр"
"142424","Patricia Rozema","0","92166","101","Drama,Thriller","В лесу"
"142422","Jonathan Levine","25000000","52395996","101","Comedy,Fantasy","Рождество"
"142420","Ben Wheatley","0","4289074","119","Drama,Sci-Fi","Высотка"
"142372","David Gordon Green","28000000","9002261","107","Comedy,Drama","Наш бренд - кризис"
"142366","John Carpenter","0","0","59","Horror","John Carpenter's Cigarette Burns"
"142222","Jean-Marc Vallée","10000000","4366460","101","Comedy,Drama","Разрушение"
"142196","Daniel Maze","3250000","0","87","Horror","Игры обреченных"
"142115","0","0","0","49","Documentary","BBC: Голубая планета"
"142074","Eli Roth","2500000","5567103","99","Crime,Thriller","Кто там"
"142056","Leo Riley","0","0","71","Animation,Action,Adventure","Железный человек и Халк: Союз героев"
"142020","Édouard Molinaro","0","0","85","Comedy","Oscar"
"141994","Darren Doane","500000","2783970","79","Comedy,Family","Спасти Рождество"
"141928","Brian James O'Connell","0","0","86","Action,Comedy,Horror","Кровососущие подонки"
"141890","Cary Joji Fukunaga","6000000","90777","137","Drama,War","Безродные звери"
"141866","Jeremy Saulnier","5000000","3767402","95","Crime,Drama,Horror","Зелёная комната"
"141846","Alex Gibney","0","494506","128","Documentary,Biography","Стив Джобс: Человек в машине"
"141844","Leonid Gaidai","0","0","153","Adventure,Comedy,Crime","12 стульев"
"141836","Leonid Gaidai","0","0","100","Comedy,Drama,Musical","Не может быть!"
