movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"113573","Frank Miller,Robert Rodriguez","65000000","39407616","102","Action,Crime,Thriller","Город грехов 2: Женщина, ради которой стоит убивать"
"113565","Ti West","4000000","9221","99","Horror,Thriller","Таинство"
"113532","Damon Beesley,Iain Morris","0","63852235","96","Comedy","Переростки 2"
"113453","Luke Greenfield","17000000","138224951","104","Action,Comedy,Crime","Типа копы"
"113416","Andrew Lau,Andrew Loo","5000000","107412","94","Action,Crime,Drama","Драконы Нью-Йорка"
"113394","Jenée LaMarque","0","13769","90","Comedy,Drama","Близняшка"
"113378","Phillip Noyce","25000000","66980456","97","Drama,Romance,Sci-Fi","Посвящённый"
"113374","Sylvain Chomet","0","0","25","Animation,Short,Comedy","Старая дама и голуби"
"113350","Richie Mehta","0","0","89","Drama,Mystery,Sci-Fi","Я выслежу тебя"
"113348","Jonathan Liebesman","125000000","485004754","101","Action,Adventure,Comedy","Черепашки-ниндзя"
"113345","Lana Wachowski,Lilly Wachowski","176000000","184287723","127","Action,Adventure,Sci-Fi","Восхождение Юпитер"
"113313","Zachary Donohue","500000","410129","76","Horror,Mystery,Thriller","Смерть в сети"
"113280","Quentin Lee","0","0","93","Drama,Mystery,Romance","Белая лягушка"
"113278","Jay Oliva,Ethan Spaulding","0","0","76","Animation,Action,Adventure","Бэтмен: Нападение на Аркхэм"
"113275","Lasse Hallström","22000000","89514502","122","Comedy,Drama","Пряности и страсти"
"113252","Gerard Johnstone","209387.49999999997","241347","107","Comedy,Horror,Mystery","Привязанные к дому"
"113225","Woody Allen","16800000","51029361","97","Comedy,Drama,Romance","Магия лунного света"
"113207","Tate Taylor","30000000","33448971","139","Biography,Drama,Music","Джеймс Браун: Путь наверх"
"113186","Matthew Saville","0","561369","105","Crime,Drama,Mystery","Особо тяжкое преступление"
"113159","Jeff Baena","2400000","274717","89","Comedy,Fantasy,Horror","Если твоя девушка зомби"
"112940","Anton Corbijn","15000000","36233517","122","Crime,Drama,Thriller","Самый опасный человек"
"112911","Brett Ratner","100000000","244819862","98","Action,Adventure,Fantasy","Геракл"
"112897","Patrick Hughes","80000000","214657577","126","Action,Adventure,Thriller","Неудержимые 3"
"112868","William Eubank","4000000","2595622","97","Drama,Mystery,Sci-Fi","Сигнал"
"112852","James Gunn","170000000","773350376","121","Action,Adventure,Comedy","Стражи Галактики"
"112818","James DeMonaco","9000000","111928365","103","Action,Horror,Sci-Fi","Судная ночь 2"
"112804","Mike Cahill","1000000","481234","106","Drama,Mystery,Romance","Я - начало"
"112788","Jake Kasdan","40000000","126069509","94","Comedy,Romance","Домашнее видео"
"112749","Rob Reiner","18000000","25419147","94","Comedy,Drama,Romance","А вот и она"
"112727","Scott Derrickson","30000000","87937815","118","Crime,Fantasy,Horror","Избави нас от лукавого"
"112623","Matt Reeves","170000000","710644566","130","Action,Adventure,Drama","Планета обезьян: Революция"
"112580","Phil Alden Robinson","0","615198","83","Comedy,Drama","Этим утром в Нью-Йорке"
"112556","David Fincher","61000000","369330536","149","Drama,Mystery,Thriller","Исчезнувшая"
"112552","Damien Chazelle","3300000","49449489","106","Drama,Music","Одержимость"
"112515","Jennifer Kent","2000000","10493882","94","Drama,Horror,Mystery","Бабадук"
"112512","Keiichi Hara","0","3921769","126","Animation,Drama,Fantasy","Многоцветье"
"112497","Ben Falcone","20000000","100375432","97","Comedy,Romance","Тэмми"
"112460","Bobs Gannaway","50000000","146965787","83","Animation,Adventure,Comedy","Самолеты 2: Огонь и вода"
"112454","Valeria Golino","1782000.0000000002","935304","96","Drama","Милая"
"112450","David Wain","0","0","83","Comedy,Romance","Они пришли вместе"
"112421","Lenny Abrahamson","0","2524835","95","Comedy,Drama,Music","Фрэнк"
"112370","Michael Bay","210000000","1104054072","165","Action,Adventure,Sci-Fi","Трансформеры: Эпоха истребления"
"112334","Brian Knappenberger","0","48911","105","Documentary,Biography,Crime","Интернет-мальчик: История Аарона Шварца"
"112326","Rod Hardy","0","0","120","Action,Sci-Fi","Обезглавить Гидру"
"112316","Clint Eastwood","40000000","67647013","134","Biography,Drama,Music","Парни из Джерси"
"112303","Tim Story","24000000","70181428","106","Comedy,Romance","Думай, как мужчина 2"
"112290","Richard Linklater","4000000","48137666","165","Drama","Отрочество"
"112183","Alejandro G. Iñárritu","18000000","103215094","119","Comedy,Drama","Бёрдмэн"
"112175","Dean DeBlois","145000000","621537519","102","Animation,Action,Adventure","Как приручить дракона 2"
"112171","Antoine Fuqua","55000000","192330738","132","Action,Crime,Thriller","Великий уравнитель"
