movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"185029","John Krasinski","17000000","340955294","90","Drama,Horror,Sci-Fi","Тихое место"
"184997","Greg Berlanti","17000000","66719009","110","Comedy,Drama","С любовью, Саймон"
"184987","Ava DuVernay","100000000","132675864","109","Adventure,Drama,Family","A Wrinkle in Time"
"184931","Eli Roth","30000000","49562710","107","Action,Crime,Drama","Жажда смерти"
"184791","Lance Bangs","0","0","65","Comedy","Fred Armisen: Standup For Drummers"
"184721","Paul Schrader","3500000","3862498","113","Drama,Mystery,Thriller","Дневник пастыря"
"184641","Fumihiko Sori","0","8053641","135","Action,Adventure,Fantasy","Стальной алхимик"
"184471","Roar Uthaug","94000000","274950803","119","Action,Adventure,Fantasy","Расхитительница гробниц: Лара Крофт"
"184349","Marcos Carnevale","0","2994087","108","Comedy,Drama,Romance","Эльза & Фред"
"184257","0","0","0","60","Documentary,Crime","Создавая Убийцу"
"184253","Julius Onah","45000000","0","102","Action,Horror,Sci-Fi","Парадокс Кловерфилда"
"184245","Johan van der Keuken","0","0","90","Documentary","De platte jungle"
"184053","Greg Aronowitz","0","0","85","Sci-Fi","Планета сражений"
"184015","Ari Sandel","9500000","0","97","Comedy,Fantasy,Romance","Когда мы познакомились"
"183959","Jaime Eliezer Karas","0","0","71","Comedy","Том Сегура: Постыдный"
"183911","Dito Montiel","0","6961","89","Comedy,Drama","Клакер"
"183897","Wes Anderson","0","64659098","101","Animation,Adventure,Comedy","Остров собак"
"183635","Wes Ball","62000000","288175335","143","Action,Adventure,Sci-Fi","Бегущий в лабиринте: Лекарство от смерти"
"183611","John Francis Daley,Jonathan Goldstein","37000000","117768230","100","Action,Adventure,Comedy","Ночные игры"
"183317","David Burton Morris","0","0","86","Comedy,Drama","Patti Rocks"
"183301","Jim Henson,David G. Hillier","0","0","51","Adventure,Comedy,Family","The Tale of the Bunny Picnic"
"183295","Adam Robitel","10000000","167885588","103","Horror,Mystery,Thriller","Астрал 4: Последний ключ"
"183227","Stan Lathan","0","0","49","Comedy","Дэйв Шаппелл: Откровение"
"183199","Jonathan Olshefski","0","50022","104","Documentary,Family,Music","Quest"
"183197","Stan Lathan","0","0","64","Comedy","Дэйв Шаппелл: Равновесие"
"183011","Jaume Collet-Serra","30000000","119942434","104","Action,Mystery,Thriller","Пассажир"
"182823","David Ayer","90000000","0","117","Action,Fantasy,Thriller","Яркость"
"182793","Donatella Maiorca","0","1018995","105","Drama,History,Romance","Морская фиалка"
"182749","Marcus Raboy","0","0","69","Comedy","Джадд Апатоу: Возвращение"
"182731","Mark A.Z. Dippé","4000000","0","85","Comedy,Family,Fantasy","Совершенство в пикселях"
"182727","Scott Ellis,Alex Rudzinski","0","0","133","Musical","В эфире 'Рождественская история'"
"182715","Alex Garland","40000000","43070915","115","Adventure,Drama,Horror","Аннигиляция"
"182639","Mahiro Maeda","0","0","10","Animation,Action,Sci-Fi","Аниматрица: Второе возрождение - Часть 2"
"182299","Ben Hardaway,Cal Dalton","0","0","8","Animation,Family,Short","Porky's Hare Hunt"
"182297","Robert Clampett","0","0","7","Animation,Short,Comedy","Porky in Wackyland"
"182293","Cal Dalton,Ben Hardaway","0","0","8","Family,Animation,Short","Hare-um Scare-um"
"181719","Jeff Bleckner","0","0","91","Biography,Drama","Молчи и служи"
"181659","Jay Chapman","0","0","66","Comedy","Крэйг Фергюсон: Игра в щекотку"
"181413","Josh Greenbaum","0","0","95","Documentary","Too Funny to Fail: The Life & Death of The Dana Carvey Show"
"181315","Paul Thomas Anderson","35000000","48707766","130","Drama,Romance","Призрачная нить"
"181139","Marcus Raboy","0","0","51","Comedy","Lynne Koplitz: Hormonal Beast"
"181065","Brian Klein","0","0","67","Comedy","Джэк Уайтхолл: Вне рамок"
"180987","Carlos Saldanha","111000000","296069199","108","Animation,Adventure,Comedy","Фердинанд"
"180985","Michael Gracey","84000000","438550994","105","Biography,Drama,Musical","Величайший шоумен"
"180777","Loretta Walz","0","0","90","Documentary","Die Frauen von Ravensbrück"
"180497","Steven Spielberg","50000000","193764664","116","Biography,Drama,History","Секретное досье"
"180297","James Franco","10000000","29820616","104","Biography,Comedy,Drama","Горе-творец"
"180265","Chris Smith","0","0","94","Documentary","Джим и Энди: Другой мир"
"180263","0","0","0","273","Drama,Fantasy,Horror","Сияние"
"180231","Sean Anders","69000000","180613824","100","Comedy","Здравствуй, папа, Новый год! 2"
