movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"93610","Takashi Yamazaki","12000000","49827298","138","Action,Adventure,Drama","2199: Космическая одиссея"
"93598","Justin Kurzel","2000000","1349387","119","Biography,Crime,Drama","Снежный город"
"93563","James Mather,Steve Saint Leger","20000000","32948113","95","Action,Sci-Fi,Thriller","Напролом"
"93512","Jay Duplass,Mark Duplass","10000000","4704757","83","Comedy,Drama","Джефф, живущий дома"
"93510","Phil Lord,Christopher Miller","42000000","201585556","109","Action,Comedy,Crime","Мачо и ботан"
"93502","Matthew Chapman","10000000","1345871","101","Drama,Romance,Thriller","Цена страсти"
"93443","Michael Dowse","0","6985158","92","Comedy,Drama,Sport","Вышибала"
"93363","Andrew Stanton","250000000","284139100","132","Action,Adventure,Sci-Fi","Джон Картер"
"93326","McG","65000000","156491279","103","Action,Comedy,Romance","Значит, война"
"93320","Mike Clattenburg","0","0","67","Comedy","Парни из Трейлерпарка"
"93297","Mike McCoy,Scott Waugh","12000000","82499399","110","Action,Adventure,Thriller","Закон доблести"
"93287","David Frankel","41000000","8179416","102","Comedy","Большой год"
"93272","Chris Renaud,Kyle Balda","70000000","349305397","86","Animation,Adventure,Comedy","Лоракс"
"93270","Nima Nourizadeh","12000000","102731865","88","Comedy","Проект X: Дорвались"
"93242","Heitor Dhalia","0","19767535","94","Action,Adventure,Mystery","Игра на выживание"
"93208","George Scribner","0","0","25","Animation,Short,Action","Принц и нищий"
"93193","Patrick Hughes","0","324424","95","Drama,Thriller,Western","Красный холм"
"93139","Christopher Ray","100000","0","88","Action,Adventure,Comedy","Гибель титанов"
"93134","Philippe Le Guay","7560000.000000001","27533970","102","Comedy","Женщины с 6-го этажа"
"93114","Jean-Luc Godard,Ugo Gregoretti,Pier Paolo Pasolini","0","0","122","Comedy,Drama","Ro.Go.Pa.G."
"93040","0","0","0","680","Documentary,History,War","Гражданская война"
"93022","Abram Cox","0","90647","92","Comedy,Crime","Мисс Никто"
"93008","Matt Lang","0","0","213","Comedy,Musical","Очень поттеровское продолжение"
"93006","0","0","0","166","Comedy,Musical","Очень Поттеровский мюзикл"
"92954","Russell Mulcahy","0","0","90","Biography,Drama,Romance","Молитвы за Бобби"
"92938","Mark Neveldine,Brian Taylor","57000000","132563930","96","Action,Fantasy,Thriller","Призрачный гонщик 2"
"92760","Joseph V. Mascelli,Jack Pollexfen","40000","0","65","Horror,Mystery,Sci-Fi","Monstrosity"
"92730","Olli Saarela","2166313.92","1645512","92","Family,Fantasy,Music","Ролли и лесной дух"
"92694","David Mackenzie","0","933352","92","Drama,Romance,Sci-Fi","Последняя любовь на Земле"
"92681","Brad Peyton","79000000","335288576","94","Action,Adventure,Comedy","Путешествие 2: Таинственный остров"
"92674","David M. Rosenthal","3000000","6840","114","Biography,Drama,Music","Джэни Джонс"
"92665","Jamie Travis","850000","1386088","85","Comedy","Если хочешь хорошо провести время, звони..."
"92643","Philippe Falardeau","0","9074711","95","Comedy,Drama","Господин Лазар"
"92637","Hiroshi Teshigahara","0","30078","97","Crime,Drama,Fantasy","Otoshiana"
"92535","Louis C.K.","250000","0","63","Comedy","Луис С.К. в театре Беакон"
"92509","Michael Sucsy","30000000","196114570","104","Drama,Romance","Клятва"
"92507","Daniel Espinosa","85000000","208076205","115","Action,Thriller","Код доступа «Кейптаун»"
"92494","Michael Matheson","0","0","85","Comedy","Дилан Моран: Монстр"
"92475","0","0","0","60","Documentary","За всем следят машины благодати и любви"
"92439","Gavin Wiesen","0","1892130","83","Drama,Romance","Домашняя работа"
"92427","Detlev Buck","5400000.0","19302752","108","Comedy","Влюбленная женщина"
"92422","James Watkins","17000000","128955898","95","Drama,Fantasy,Horror","Женщина в черном"
"92420","Josh Trank","12000000","126636097","89","Action,Drama,Sci-Fi","Хроника"
"92391","Colin Minihan,Stuart Ortiz,The Vicious Brothers","74000.0","4055919","92","Horror,Mystery","Искатели могил"
"92348","Kimio Yabuki","0","0","80","Animation,Adventure,Comedy","Nagagutsu o haita neko"
"92309","Ti West","750000","1178831","101","Drama,Horror,Mystery","Тайны старого отеля"
"92264","Julie Anne Robinson","40000000","38084162","91","Action,Comedy,Crime","Очень опасная штучка"
"92259","Olivier Nakache,Éric Toledano","10260000.0","426590315","112","Comedy,Drama","1+1"
"92243","Yimou Zhang","94000000","2855644","146","Drama,History,Romance","Цветы войны"
"92234","Anthony Hemingway","58000000","50365498","125","Action,Drama,History","Красные хвосты"
