movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"5222","Charles Herman-Wurmfeld","1000000","10013424","97","Comedy,Drama,Romance","Целуя Джессику Стейн"
"5221","Élie Chouraqui","8000000","3033646","130","Drama,Romance,War","Спасти Хэррисона"
"5220","Tom Dey","85000000","77885672","95","Action,Comedy,Crime","Шоу начинается"
"5219","Paul W.S. Anderson","33000000","102984862","100","Action,Horror,Sci-Fi","Обитель зла"
"5218","Chris Wedge,Carlos Saldanha","59000000","383257136","81","Animation,Adventure,Comedy","Ледниковый период"
"5214","Carl Reiner","0","41687243","98","Comedy,Fantasy","Oh, God!"
"5213","Gilbert Cates","0","14504277","94","Comedy,Fantasy","Oh, God! Book II"
"5212","Eric Karson","4000000","18971000","103","Action,Drama,Romance","The Octagon"
"5209","Andrew V. McLaglen","0","2993772","100","Action,Adventure,Thriller","North Sea Hijack"
"5205","Kevin Connor","3000000","6342668","101","Comedy,Horror,Thriller","Motel Hell"
"5202","Alain Resnais","0","38465","125","Comedy,Drama,Romance","Mon oncle d'Amérique"
"5198","John Mackenzie","0","0","114","Crime,Drama,Mystery","The Long Good Friday"
"5197","Ron Maxwell","0","34326249","96","Comedy,Drama","Little Darlings"
"5189","Barbara Peeters,Jimmy T. Murakami","0","160","80","Horror,Sci-Fi","Humanoids from the Deep"
"5187","Ronald Neame","9500000","0","106","Adventure,Comedy","Hopscotch"
"5181","James L. Conway","11000000","0","97","Sci-Fi","Hangar 18"
"5178","Rafal Zielinski","0","0","105","Crime,Drama","Убийство ради забавы"
"5177","Orson Welles,Fred Fleck,Robert Wise","850000","0","88","Drama,Romance","The Magnificent Ambersons"
"5171","Simon Wells","80000000","123729176","96","Action,Adventure,Sci-Fi","Машина времени"
"5170","Kevin Bray","15000000","26306533","95","Action,Comedy,Crime","Всё о Бенджаминах"
"5168","Stanley Donen","1590920","0","93","Comedy,Musical,Romance","Royal Wedding"
"5165","Lucio Fulci","221400.0","0","91","Horror","Zombi 2"
"5159","Bill Kroyer","24000000","32710894","76","Animation,Adventure,Family","Долина папоротников: Последний тропический лес"
"5156","Jack Hill","125000","0","95","Action,Drama,Thriller","The Big Doll House"
"5155","Jack Hill","0","0","88","Action,Crime,Drama","The Big Bird Cage"
"5152","Randall Wallace","75000000","115374915","138","Action,Drama,History","Мы были солдатами"
"5151","Michael Lehmann","17000000","95146283","96","Comedy,Romance","40 дней и 40 ночeй"
"5147","Ingmar Bergman","0","60418","91","Drama,Romance","Земляничная поляна"
"5146","Yoshiaki Kawajiri","0","151086","103","Animation,Action,Drama","D: Жажда крови"
"5139","Michael Ritchie","0","32211330","102","Comedy,Drama,Family","The Bad News Bears"
"5137","Doug Pray","0","289885","92","Documentary,Music","Ди-Джей"
"5136","Larry Fessenden","0","0","91","Horror,Mystery,Thriller","Вендиго"
"5135","Mira Nair","84000.0","30787356","114","Comedy,Drama,Romance","Свадьба в сезон дождей"
"5134","Barry Skolnick","3150000.0","7310206","99","Comedy,Crime,Drama","Костолом"
"5131","Michael Kalesniko","7300000","73510","107","Comedy,Drama","Как убить соседскую собаку?"
"5128","Michael Rymer","35000000","45479110","101","Drama,Fantasy,Horror","Королева проклятых"
"5127","Tom Shadyac","60000000","52323400","104","Drama,Fantasy,Mystery","Стрекоза"
"5121","Werner Herzog","0","2874","115","Comedy,Drama","Строшек"
"5120","Joseph L. Mankiewicz","0","0","138","Mystery,Thriller","Игра навылет"
"5116","Vincente Minnelli","0","0","118","Comedy,Romance","Designing Woman"
"5114","Vincente Minnelli","1558000","2025","118","Drama,Romance","The Bad and the Beautiful"
"5113","Vittorio De Sica","3000000","0","103","Comedy,Crime","Caccia alla volpe"
"5112","Fred Schepisi","12000000","6873892","109","Drama","Последние желания"
"5111","Joseph Ruben","17000000","60613008","87","Drama,Thriller","Добрый сынок"
"5110","Jay Chandrasekhar","3000000","23182223","100","Comedy,Crime,Mystery","Суперполицейские"
"5109","Robin Budd,Donovan Cook","20000000","115121981","72","Animation,Adventure,Family","Питер Пэн 2: Bозвращение в Нетландию"
"5108","Nick Cassavetes","36000000","102244770","116","Crime,Drama,Thriller","Джон Кью"
"5107","Gregory Hoblit","70000000","32287044","125","Drama,War","Война Харта"
"5106","Tamra Davis","12000000","61733108","93","Comedy,Drama,Romance","Перекрёстки"
"5105","Nicolas Roeg","1500000","114813","110","Drama,Horror,Mystery","А теперь не смотри"
