movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"6568","Todd Graff","0","2707738","114","Comedy,Musical,Drama","Лагерь"
"6567","Gregor Jordan","15000000","2300684","98","Comedy,Crime,Drama","Солдаты Буффало"
"6566","Robert Rodriguez","38000000","197101678","84","Action,Adventure,Comedy","Дети шпионов 3: Игра окончена"
"6565","Gary Ross","87000000","148336445","140","Drama,History,Sport","Фаворит"
"6564","Jan de Bont","95000000","160099222","117","Action,Adventure,Fantasy","Лара Крофт - Расхитительница гробниц: Колыбель жизни"
"6563","Larry Charles","0","546106","112","Comedy,Drama,Music","Шоу века"
"6561","0","0","0","0","0","0"
"6560","Bob Clark","15000000","5585154","94","Action,Comedy,Crime","Loose Cannons"
"6559","Duwayne Dunham","20000000","19306362","107","Comedy,Family,Sport","Маленькие гиганты"
"6558","John Hughes","25000000","33691313","101","Comedy,Drama,Family","Curly Sue"
"6557","John Gray","0","3730409","100","Adventure,Comedy,Drama","Рожденная свободной"
"6554","Alex Proyas","6000000","716888","105","Comedy,Drama,Music","Неудачники"
"6553","Matteo Garrone","0","384336","100","Drama,Romance","Таксидермист"
"6552","Stephen Frears","10000000","13904766","97","Crime,Drama,Thriller","Грязные прелести"
"6551","Jordan Susman","2500000","14369","101","Comedy,Drama,Romance","Настольная книга анархиста"
"6550","Peter Howitt","40000000","160466000","89","Action,Adventure,Comedy","Агент Джонни Инглиш"
"6549","Clare Kilner","16000000","14390329","101","Comedy,Drama,Romance","Как быть"
"6548","Michael Bay","130000000","273340010","147","Action,Comedy,Crime","Плохие парни 2"
"6547","Michael Polish","1900000","1599804","103","Drama,Fantasy","Нортфорк"
"6545","Tim Fywell","8000000","6586341","113","Drama,Romance","Я захватываю замок"
"6542","Aleksandr Rogozhkin","4000000","480578","99","Comedy,Drama,War","Кукушка"
"6541","Stephen Norrington","78000000","179265204","110","Action,Adventure,Fantasy","Лига выдающихся джентльменов"
"6539","Gore Verbinski","140000000","654264546","143","Action,Adventure,Fantasy","Пираты Карибского моря: Проклятие Чёрной жемчужины"
"6538","François Ozon","0","22441497","102","Crime,Drama,Mystery","Бассейн"
"6537","Jonathan Mostow","200000000","433371112","109","Action,Sci-Fi","Терминатор 3: Восстание машин"
"6536","Patrick Gilmore,Tim Johnson","60000000","80773077","88","Animation,Adventure,Comedy","Синдбад: Легенда семи морей"
"6535","Charles Herman-Wurmfeld","45000000","124914842","95","Comedy","Блондинка в законе 2"
"6534","Ang Lee","137000000","245285165","138","Action,Sci-Fi","Халк"
"6533","Peter Bogdanovich","4000000","66006455","94","Comedy,Romance","В чем дело, док?"
"6530","Roman Polanski","0","1924733","126","Drama,Thriller","Le locataire"
"6528","Bud Yorkin","0","0","90","Comedy,History","Start the Revolution Without Me"
"6527","George Sidney","3500000","0","115","Action,Adventure,Comedy","Scaramouche"
"6523","Fred Schepisi","40000000","20883046","108","Comedy,Romance,Sport","Мистер Бейсбол"
"6517","Arthur Hiller","0","19930973","115","Biography,Drama,Sport","Бэйб"
"6516","Anatole Litvak","3520000","0","105","Biography,Drama,History","Anastasia"
"6515","Fritz Lang","575000","0","86","Crime,Drama,Film-Noir","You Only Live Once"
"6514","Clark L. Paylow","0","0","71","Drama,Horror","Ring of Terror"
"6510","Michael Steinberg","2500000","764724","95","Drama","Взрослая жизнь"
"6509","Rainer Werner Fassbinder","143396.75999999998","16243","92","Drama,Romance","Angst essen Seele auf"
"6506","Johnnie To,Ka-Fai Wai","0","181662","102","Action,Crime,Drama","Профессия киллер"
"6503","McG","120000000","259175788","106","Action,Adventure,Comedy","Ангелы Чарли 2: Только вперёд"
"6502","Danny Boyle","8000000","84661434","113","Drama,Horror,Sci-Fi","28 дней спустя"
"6493","Rob Reiner","30000000","15368897","96","Comedy,Romance","Алекс и Эмма"
"6484","Ron Shelton","75000000","51142659","116","Action,Comedy,Crime","Голливудские копы"
"6483","Robert Iscove","12000000","4928883","81","Comedy,Musical,Romance","От Джастина к Келли"
"6482","Troy Miller","19000000","39267515","85","Comedy","Тупой и еще тупее тупого: Когда Гарри встретил Ллойда"
"6480","George Roy Hill","6000000","0","138","Comedy,Musical,Romance","Thoroughly Modern Millie"
"6477","Henry King","2000000","0","156","Biography,Drama,Mystery","The Song of Bernadette"
"6476","Wolfgang Petersen","22000000","11511031","98","Crime,Drama,Mystery","Shattered"
"6466","Mira Nair","5000000","7332515","118","Drama,Romance","Миссисипская масала"
